timestamp,node_id,event,details
2024-04-01 15:40:37.628463,S1,REGISTRATION,-
2024-04-01 15:40:38.225300,S1,MODEL_UPDATE,Node request
2024-04-01 15:41:58.527365,S1,REGISTRATION,-
2024-04-01 15:41:59.174362,S1,MODEL_UPDATE,Node request
2024-04-01 15:42:15.017481,S1,VIOLATION,-
2024-04-01 15:42:15.019480,S1,MEASUREMENT,All measurements since the beginning of the latest prediction horizon
2024-04-01 15:42:15.032928,S1,MODEL_TRAIN,Retraining
